SK_ID_CURR,TARGET,CODE_GENDER1,FLAG_OW0_CAR1,FLAG_OW0_REALT1_1,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,DAYS_ID_PUBLISH,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,REG_CITY_NOT_LIVE_CITY,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,YEARS_BEGIN
107305,0,0,1,1,3,81000,127350,15241.5,112500,981,5,2,2,0,,0.677871736,,0.9777
107355,0,0,0,1,0,81000,74628,7776,67500,4247,1,2,2,0,,0.568162528,0.740799088,
107361,0,0,0,1,3,81000,284400,13387.5,225000,43,5,2,2,0,,0.693232379,0.417099668,
107437,0,0,0,1,0,81000,203760,11826,180000,4262,1,2,2,0,,0.519508792,0.502878277,0.9871
107465,1,0,0,0,0,81000,727785,28332,607500,1464,2,2,2,0,,0.733025517,,0.9806
107502,1,0,0,0,1,81000,233784,11029.5,153000,2369,3,3,3,0,0.32028915,0.001201944,,0.9856
107640,0,0,0,1,0,81000,646920,19044,540000,4668,1,2,2,0,,0.525330175,0.771361592,0.9856
107662,0,0,0,1,0,81000,302206.5,16524,229500,1158,2,2,2,1,0.561959289,0.491206555,0.472253343,0.9742
107682,0,0,0,1,0,81000,1125000,37179,1125000,758,2,2,2,0,0.28970826,0.408505977,,
107688,0,0,1,1,0,81000,135000,8991,135000,2206,1,3,3,0,0.565437692,0.448100905,,0.9762
107737,0,1,1,0,0,81000,402939,27387,306000,4685,2,3,3,0,0.332261518,0.455325595,0.273564678,0.9881
107749,0,0,0,1,0,81000,388512,25497,360000,4132,2,2,2,0,,0.532919573,,
107856,0,0,0,0,0,81000,152820,7893,135000,4397,1,2,2,0,,0.499263853,0.636376171,0.9841
107905,0,1,0,0,0,81000,450000,24412.5,450000,2144,2,2,2,0,,0.163187035,0.508286991,
107969,0,1,1,0,0,81000,270000,13500,270000,2039,2,2,2,0,,0.350507004,,0.9906
108116,0,0,1,1,3,81000,526491,18909,454500,5407,5,2,2,0,,0.499509863,0.355638717,
108138,0,1,1,1,0,81000,254700,14751,225000,4513,2,2,2,0,,0.373756908,0.686382335,
108260,0,0,0,0,0,81000,1092519,31941,954000,4614,2,3,3,0,,0.283684193,,
108324,0,1,1,0,1,81000,814041,23931,679500,420,3,3,3,0,,0.449442462,0.251239446,0.9782
108335,0,0,0,1,0,81000,161730,7123.5,135000,1901,1,3,3,0,,0.690234083,0.785052026,
108358,0,0,1,1,1,81000,225000,11250,225000,5069,3,2,2,0,0.657302826,0.173573925,0.394495405,
108399,0,0,0,1,0,81000,225000,11893.5,225000,4295,2,2,2,0,,0.703804875,,0.9826
108704,0,0,0,1,0,81000,225000,11074.5,225000,889,2,3,3,0,,0.532054007,,
108744,0,0,0,1,0,81000,900000,38263.5,900000,1015,2,2,2,0,,0.713068325,0.558506628,
108749,0,1,1,0,0,81000,270000,21460.5,270000,4802,2,2,2,0,,0.137276871,0.586740009,
108904,0,1,1,1,0,81000,180000,9000,180000,903,2,3,2,0,0.435276066,0.33537655,,
108964,0,0,1,0,0,81000,337500,11097,337500,4591,2,2,2,0,,0.511616946,0.332850564,0.9826
109109,0,0,0,1,0,81000,373941,24723,346500,4358,1,2,2,0,,0.70098451,,0.9871
109117,0,1,0,0,0,81000,269550,14751,225000,12,1,3,3,0,,0.559078707,,
109239,0,1,0,1,0,81000,203760,13149,180000,3081,2,3,3,0,0.225850877,0.720855821,0.432961667,0.9821
109246,0,0,1,0,0,81000,634500,18679.5,634500,4294,2,2,2,0,,0.619017569,0.529889834,
109252,0,0,0,1,0,81000,1288350,37669.5,1125000,4712,2,2,2,0,,0.418757759,0.636376171,
109329,0,0,0,0,1,81000,450000,14373,450000,5118,3,3,3,0,,0.467644869,0.551381262,0.9742
109432,1,0,0,1,1,81000,225000,11250,225000,558,2,2,2,0,,0.590948032,0.350695843,
109475,0,0,0,1,0,81000,625536,20457,540000,4890,2,3,3,0,0.627741821,0.629312515,0.586740009,
109529,0,0,0,0,0,81000,225000,11488.5,225000,4504,2,2,2,0,0.599916512,0.636895965,0.597192427,
109597,0,0,0,1,0,81000,166500,10183.5,166500,4671,1,2,2,0,,0.448165801,,
109607,0,0,0,1,0,81000,490495.5,26014.5,454500,3922,1,2,2,0,,0.744328455,0.58499004,0.9871
109744,1,0,1,1,4,81000,324000,17707.5,324000,4626,6,2,2,0,0.311473905,0.476320618,0.190705948,
109841,0,0,0,1,0,81000,225000,12694.5,225000,4379,2,2,2,0,,0.573155874,0.76102637,
109889,0,1,0,0,0,81000,352422,26347.5,315000,2784,2,3,3,0,,0.174526438,0.515495375,
109893,0,0,1,1,0,81000,499500,21127.5,499500,4487,2,2,2,0,0.326618233,0.249875606,,
109977,0,0,0,1,1,81000,113760,4419,90000,3951,2,3,3,0,,0.439421582,0.609275667,0.9801
110104,0,0,0,1,0,81000,675000,21906,675000,4066,2,2,2,0,0.638732733,0.588387159,0.495665829,
110173,0,0,1,1,1,81000,202500,10125,202500,418,3,2,2,0,,0.696538079,0.141991543,
110267,0,0,0,1,0,81000,71955,7137,67500,4196,1,1,1,0,,0.727971466,0.6577838,
110287,0,0,0,0,1,81000,157500,7875,157500,1863,3,2,2,0,0.505860937,0.60625758,0.232724776,
110295,0,0,0,1,0,81000,81549,8073,76500,4375,1,2,2,0,,0.523012179,0.789880347,0.9816
110318,0,0,0,1,0,81000,197820,13896,180000,3998,2,3,3,0,,0.673087865,,0.9786
110417,0,0,0,0,0,81000,544491,21096,454500,3775,2,3,3,0,,0.558636633,0.317031779,0.9767
110573,0,1,0,1,0,81000,225000,11250,225000,3537,2,2,2,0,,0.04421633,0.627990819,0.9881
110595,0,1,0,1,0,81000,403249.5,18927,283500,299,2,2,2,0,,0.455032755,,
110596,0,0,0,1,0,81000,127350,7240.5,112500,4389,1,3,3,0,,0.650317381,0.352339973,0.9618
110597,0,0,0,0,0,81000,314100,13963.5,225000,4087,2,2,2,0,,0.169952951,0.50107516,
110619,0,0,0,1,0,81000,942300,27549,675000,4393,2,3,3,0,,0.521042462,0.683268831,0.9786
110736,0,0,0,0,1,81000,180000,9000,180000,4096,2,3,3,1,,0.424340623,0.448962273,
110776,0,0,0,1,0,81000,355536,17235,270000,4398,2,3,3,0,,0.63826532,0.551381262,0.9767
110794,0,0,0,0,0,81000,87948,4617,63000,1109,2,2,2,0,0.67069231,0.69018265,,
111140,0,0,0,1,0,81000,135000,6750,135000,3690,2,3,3,1,0.278648942,0.524790312,0.411848556,
111178,0,0,0,0,2,81000,254700,14751,225000,2854,4,2,2,0,,0.584489101,0.576208836,
111239,0,0,0,1,0,81000,225000,11250,225000,4354,2,2,2,0,,0.368892062,0.450747282,0.9742
111300,0,0,0,1,0,81000,75474,6178.5,63000,3831,2,2,2,0,,0.152233708,0.362277247,
111317,0,0,0,1,1,81000,324000,14400,324000,4263,3,2,2,0,,0.584966993,0.678567689,
111361,0,0,0,1,0,81000,269550,20281.5,225000,5185,2,2,2,0,0.628148661,0.537896655,0.832785025,
111415,0,1,0,1,0,81000,436032,21339,360000,1140,2,3,3,0,,0.353789661,,
111485,0,0,0,0,2,81000,225000,14778,225000,3657,4,2,2,0,0.771748546,0.652918614,0.72239289,
111559,0,0,0,1,0,81000,284400,10345.5,225000,3099,1,2,2,0,,0.734593141,0.355638717,
111593,0,0,0,1,0,81000,270000,20317.5,270000,1251,2,2,2,0,0.394819935,0.58178871,0.483050188,0.995
111605,0,0,0,0,0,81000,539100,27652.5,450000,4768,1,3,3,0,0.408566209,0.556203585,0.368968738,
111660,0,0,0,1,0,81000,225000,11250,225000,4403,2,2,2,0,,0.781902879,0.703203305,
111894,0,0,0,1,0,81000,585000,29866.5,585000,2613,2,2,2,0,,0.401981145,0.634705531,0.9886
111911,0,0,0,0,1,81000,450000,11871,450000,3938,2,2,2,0,0.585340142,0.645133169,0.465069215,
111915,1,0,0,1,0,81000,450000,22018.5,450000,1383,2,2,2,0,,0.129510578,0.680138822,
112022,0,0,0,1,0,81000,260568,24484.5,247500,4213,2,2,2,0,,0.702344048,,
112227,0,0,0,1,2,81000,157500,7875,157500,4238,4,2,2,0,0.489916094,0.400651899,0.244516392,0.9697
112378,1,1,1,1,0,81000,240660,11835,157500,4046,1,2,2,0,,0.331808345,,
112452,0,0,0,1,0,81000,314100,21375,225000,282,2,3,3,0,0.388591968,0.143463721,,0.9682
112483,0,0,0,1,1,81000,655614,36738,607500,453,3,2,2,0,,0.518864648,0.000527265,0.9881
112574,0,0,0,1,0,81000,225000,11250,225000,997,2,2,2,0,,0.55564214,0.394495405,
112583,0,0,0,1,0,81000,405000,20250,405000,224,2,3,2,0,0.615743378,0.628301907,0.65452928,0.9851
112640,0,0,0,0,0,81000,808650,26217,675000,223,2,2,2,1,0.469804061,0.642575851,0.591976618,
112715,0,0,0,0,0,81000,381528,17914.5,315000,4069,2,2,2,0,0.5118588,0.607160276,0.633031641,0.9846
112774,0,0,0,1,2,81000,270000,13500,270000,1441,4,3,3,1,0.403009667,0.517035601,0.389338792,0.9826
112797,0,0,0,0,0,81000,225000,10489.5,225000,1423,2,2,2,0,,0.341122908,0.636376171,
112851,0,0,0,0,0,81000,450000,30442.5,450000,2632,2,2,2,0,,0.321945355,,
112865,0,0,0,1,0,81000,614574,17968.5,513000,4076,1,2,2,0,,0.19121792,,
112911,0,0,0,1,0,81000,225000,12694.5,225000,4106,2,2,2,0,,0.492343361,0.659405532,
112997,0,0,0,0,0,81000,808650,26217,675000,4441,2,2,2,0,,0.265311748,0.562060483,
113080,0,0,0,1,0,81000,781920,25969.5,675000,4272,2,2,2,0,,0.262258369,0.196333966,0.9901
113084,0,0,0,1,2,81000,675000,27229.5,675000,3600,4,2,2,0,0.261916247,0.599944942,0.64797686,
113117,0,0,0,0,1,81000,187704,14958,148500,3664,2,2,2,0,,0.288983803,0.729566691,0.9841
113231,0,0,0,1,0,81000,67500,7087.5,67500,3657,2,2,2,0,,0.745022802,0.549596502,0.9836
113299,0,0,0,1,1,81000,351000,13864.5,351000,1061,2,3,3,0,0.265994932,0.127478103,,
113314,0,0,1,1,1,81000,1078200,31653,900000,1049,3,2,2,0,0.514073813,0.718504459,0.429423684,0.9906
113339,0,0,0,1,0,81000,345645,16812,243000,4087,1,2,2,0,0.182128955,0.198786229,0.000527265,
113389,0,0,0,1,2,81000,234576,24034.5,202500,5446,4,1,1,0,,0.589038419,,
113433,0,0,0,1,2,81000,396000,21613.5,396000,3579,4,2,2,0,0.210463778,0.557827722,0.337672722,0.9806
113439,0,0,0,1,0,81000,629325,27850.5,562500,2895,2,2,2,0,,0.294091988,0.746300213,
113536,0,0,0,0,1,81000,450000,22018.5,450000,4759,3,3,3,0,,0.174435095,0.595456203,
113590,0,0,0,0,0,81000,238500,6421.5,238500,3319,2,2,2,0,,0.700025667,,0.9777
113665,0,0,0,0,0,81000,267102,18720,247500,4720,1,3,3,0,0.815686458,0.494639064,,0.9796
113670,0,1,1,1,0,81000,180000,9000,180000,4778,2,2,2,0,,0.742534911,0.649620311,0.9767
113678,0,1,1,1,1,81000,269550,19300.5,225000,450,3,2,2,0,,0.73429886,,
113730,0,1,1,1,0,81000,213322.5,13761,162000,2049,2,2,2,0,,0.665002021,0.798137231,
113840,0,0,0,1,0,81000,167076,15453,135000,1182,2,2,2,0,0.749470916,0.212038467,0.17352743,
113871,0,1,0,1,0,81000,254700,14350.5,225000,4467,2,2,2,0,,0.720992209,,
113932,0,0,0,1,0,81000,808650,26217,675000,4661,2,2,2,1,,0.425532264,,0.9846
114040,0,0,0,1,1,81000,355536,21735,270000,4138,3,2,2,0,0.206839797,0.309909423,0.461482391,0.9906
114060,0,0,0,0,0,81000,247500,12375,247500,4590,1,2,2,0,0.353883401,0.632357859,0.320163367,
114061,0,0,1,1,0,81000,408330,20979,292500,4382,2,2,2,0,0.830442025,0.252046023,0.792264474,0.9727
114078,0,1,0,1,0,81000,239850,23719.5,225000,4323,2,3,3,0,,0.05706448,0.612704244,
114096,1,0,1,0,2,81000,339241.5,15943.5,238500,4948,4,2,2,0,,0.326126809,,
114100,0,0,1,1,0,81000,808650,26217,675000,2817,2,2,2,0,,0.586564111,,
114147,0,1,0,1,0,81000,675000,28597.5,675000,1597,1,2,2,0,0.569369199,0.148969349,,0.9806
114195,0,0,0,1,0,81000,1078200,31653,900000,4489,2,2,2,0,,0.262258369,0.362277247,
114232,0,0,0,1,0,81000,560664,18216,468000,3949,1,3,3,0,,0.290964809,0.13937578,
114264,0,0,0,1,1,81000,539100,26064,450000,4659,3,2,2,0,0.407460237,0.65074492,0.463275328,
114286,0,0,0,1,1,81000,247500,12375,247500,3965,3,2,2,0,,0.367620225,,
114571,0,0,0,0,0,81000,675000,21775.5,675000,4628,2,2,2,0,,0.187662073,0.18629295,
114618,0,0,0,1,0,81000,227520,8172,180000,3972,1,3,3,0,,0.102223877,0.80045134,0.9742
114630,0,0,1,1,0,81000,95940,9472.5,90000,4817,1,3,3,0,,0.745400636,0.819317692,
114694,0,0,0,1,0,81000,67500,6574.5,67500,3992,1,2,2,0,,0.489878576,0.759712182,
114718,0,0,1,0,0,81000,113760,6660,90000,635,2,2,2,0,,0.6024982,0.67224289,
114765,0,0,0,1,0,81000,98910,7785,90000,5057,2,2,2,0,,0.727325755,,
114794,0,0,0,1,1,81000,490495.5,27517.5,454500,5583,3,2,2,1,,0.546759874,0.6041126,
114861,0,0,0,1,0,81000,808650,23773.5,675000,4732,1,3,3,0,0.685264853,0.414866786,,
114895,0,0,0,0,1,81000,509602.5,26149.5,387000,3550,2,2,2,0,,0.679888246,0.474051289,
114899,0,0,0,1,0,81000,521280,20803.5,450000,2267,1,2,2,0,0.513528389,0.092147492,0.549596502,
114911,1,0,1,1,2,81000,675000,19737,675000,3333,4,2,2,0,,0.59672863,0.689479143,
114995,1,0,1,1,1,81000,450000,30573,450000,3350,3,2,2,0,0.267608245,0.485556898,0.410102573,
115003,0,0,0,0,0,81000,98910,7654.5,90000,4802,2,2,2,0,,0.698494318,0.546023197,
115060,0,0,1,0,0,81000,805536,31945.5,720000,1042,2,2,2,0,,0.621567042,0.37571101,0.9772
115113,0,0,0,1,2,81000,142200,11362.5,112500,1160,4,3,3,0,,0.349979499,,0.9712
115136,1,0,0,1,1,81000,130644,6484.5,85500,5072,3,2,2,0,,0.266519775,0.241861487,
115155,0,0,1,1,0,81000,675000,24376.5,675000,2383,2,2,2,0,,0.118207632,0.740799088,
115253,0,0,0,1,1,81000,225000,8082,225000,2838,2,2,2,0,,0.53923351,0.652896552,
115313,0,0,0,1,0,81000,450000,23107.5,450000,4441,1,2,2,0,0.735000639,0.089755636,,
115398,0,1,1,1,0,81000,450000,24543,450000,4555,2,2,2,0,,0.224593178,0.866731234,0.9896
115553,0,0,0,1,0,81000,263844,11308.5,189000,4437,1,2,2,0,,0.75875954,0.686382335,0.9866
115597,0,1,1,1,0,81000,170640,11034,135000,214,1,2,2,0,0.523677198,0.746804924,0.586740009,0.9772
115636,0,0,0,0,0,81000,808650,23643,675000,4071,2,2,2,0,,0.263033363,0.531686143,
115673,0,0,0,1,0,81000,202765.5,14548.5,184500,2197,1,2,2,0,0.659888608,0.750500021,,
115723,0,0,0,1,0,81000,296280,14382,225000,49,2,2,2,0,,0.633856297,,
115811,0,0,1,1,1,81000,269550,13909.5,225000,4158,3,2,2,0,,0.456019858,0.691021227,
115840,0,0,0,0,0,81000,270000,14647.5,270000,4086,2,2,2,0,0.381895087,0.101260609,0.513693766,0.9821
115875,0,0,0,1,0,81000,210249,9261,175500,2544,1,2,2,0,,0.776754685,,0.9762
115963,0,1,1,1,0,81000,254700,16713,225000,4258,2,2,2,0,,0.543115813,0.528092751,
115976,1,0,0,1,0,81000,286704,22779,247500,366,1,2,2,0,0.450824568,0.49361143,0.656158373,
116013,0,0,0,1,0,81000,117000,12730.5,117000,4162,2,2,2,0,,0.322064707,0.483050188,
116075,0,0,0,1,0,81000,247500,13554,247500,4028,1,2,2,0,,0.47194793,0.370649632,
116088,0,0,1,1,0,81000,270000,13500,270000,1911,2,2,2,0,,0.513436277,0.659405532,
116107,0,0,0,1,1,81000,270000,13500,270000,869,3,2,2,0,,0.557762996,,0.9945
116122,0,0,1,0,0,81000,900000,26316,900000,3070,1,2,2,0,0.617181285,0.447446627,,0.9796
116163,0,0,0,1,0,81000,553806,21960,495000,4102,2,2,2,0,,0.401439814,0.634705531,
116288,0,0,0,1,0,81000,1125000,33025.5,1125000,1979,2,2,2,0,,0.325214368,,0.9861
116401,0,0,0,0,0,81000,521280,26613,450000,1045,2,3,3,0,,0.683513346,0.616121691,
116468,0,0,0,0,0,81000,668304,31099.5,540000,4387,2,3,3,0,,0.101133313,0.551381262,
116492,0,1,0,1,0,81000,254700,25321.5,225000,4026,2,2,2,0,,0.749014803,0.799296783,0.9876
116623,0,1,1,1,0,81000,199152,10296,135000,1895,1,2,2,0,,0.591386699,0.519097338,0.9742
116666,0,0,0,1,0,81000,247500,12375,247500,2184,2,3,3,0,0.173630938,0.534013496,0.240541417,0.996
116718,0,0,0,1,0,81000,808650,26217,675000,4523,2,3,3,0,,0.462705049,0.617826147,0.9836
116746,0,0,0,1,0,81000,720000,36000,720000,2808,2,2,2,0,0.863711107,0.73535134,0.786266615,
116764,0,1,1,0,0,81000,900693,29767.5,684000,4666,2,2,2,0,,0.357281974,0.728141299,
116769,1,0,0,1,0,81000,220500,15043.5,220500,4043,2,3,3,1,0.228671446,0.424971069,0.240541417,
116770,1,0,0,0,0,81000,314055,11767.5,238500,4367,1,2,2,0,,0.442127451,0.616121691,
116793,1,0,0,1,0,81000,450000,22018.5,450000,1874,2,2,2,0,0.180324155,0.476647906,0.038966716,
116811,0,0,0,1,1,81000,526491,22261.5,454500,946,3,2,2,0,,0.256399189,0.362277247,
116900,0,1,1,0,1,81000,562932,29605.5,427500,1290,3,3,3,1,,0.615649457,,0.9846
116952,0,1,0,1,1,81000,494550,38403,450000,1942,3,3,3,1,,0.527712482,,
117015,0,1,1,0,0,81000,577413,27778.5,432000,2558,2,2,2,0,,0.664646305,0.560284328,0.9737
117040,0,0,0,0,0,81000,95940,9616.5,90000,2659,2,2,2,0,,0.200775404,0.472253343,
117052,0,0,0,1,0,81000,479974.5,25258.5,364500,5165,2,2,2,0,0.775097511,0.636597544,0.452533559,0.9772
117092,0,0,0,1,0,81000,327024,21420,270000,2712,1,2,2,0,,0.331473898,0.636376171,
117124,0,0,1,1,2,81000,180000,9000,180000,2656,4,2,2,0,,0.537445478,0.420610964,0.9692
117147,0,0,0,0,0,81000,521280,26743.5,450000,1785,2,2,2,0,,0.109192307,0.334454126,
117201,1,0,0,1,0,81000,405000,19008,405000,1780,1,2,2,0,,0.599593243,,
117313,0,0,0,0,0,81000,258709.5,25330.5,234000,3700,2,2,2,0,0.743980943,0.679969149,0.773895694,0.9871
117357,1,0,0,0,1,81000,315000,19035,315000,4469,3,2,2,0,,0.690416399,0.178760465,
117370,1,1,0,1,0,81000,942300,30397.5,675000,2368,2,2,2,0,,0.503675571,0.651260219,
117511,0,1,1,0,0,81000,225000,6822,225000,4073,2,2,2,0,,0.596228612,0.670651753,0.9866
117549,0,0,0,1,0,81000,358443,13639.5,252000,2229,2,3,3,0,0.810395442,0.646813481,0.524496446,
117668,0,0,0,0,0,81000,675000,22306.5,675000,3607,2,2,2,0,0.677797982,0.670672619,0.44005783,
117702,0,0,1,1,1,81000,227493,16177.5,207000,386,3,2,2,1,0.452464284,0.230935301,,
117804,0,0,0,1,0,81000,195543,11353.5,148500,3296,2,2,2,0,0.819399414,0.68931225,0.517296581,
117820,0,0,1,1,2,81000,678456,26419.5,486000,1731,4,2,2,0,,0.735993442,0.517296581,
117881,0,0,0,1,1,81000,360000,11700,360000,4682,2,2,2,0,,0.659352151,,0.9811
117980,0,0,0,1,0,81000,526500,27013.5,526500,5170,2,2,2,0,,0.549754897,0.652896552,0.9786
118075,1,0,0,0,0,81000,454500,20151,454500,1422,1,2,2,0,0.545692382,0.338606068,0.537069958,
118117,0,0,0,1,2,81000,679500,28917,679500,2226,4,2,2,0,,0.362258354,0.441835823,0.9801
118130,0,1,0,1,0,81000,900000,46084.5,900000,4843,2,2,2,0,,0.666296603,0.684827659,
118160,0,0,0,1,0,81000,254700,14751,225000,3999,2,2,2,0,,0.162192106,,0.9846
118210,0,0,0,1,0,81000,267102,27369,247500,1519,2,3,3,0,0.42643245,0.195072088,0.718032811,
118248,1,0,0,0,0,81000,781920,33259.5,675000,3963,1,2,2,0,,0.223741278,,
118254,0,0,0,1,0,81000,227520,14049,180000,3456,2,2,2,0,0.719616387,0.683820746,0.37571101,0.9762
118286,0,1,0,1,0,81000,239850,23850,225000,4347,2,2,2,0,,0.476342437,,
118376,0,0,0,1,1,81000,95940,9472.5,90000,4012,3,2,2,0,,0.241928351,0.572682505,0.9995
118385,1,0,0,1,0,81000,417024,22752,360000,4146,2,2,2,0,,0.625616846,0.758393062,0.9777
118559,0,0,0,1,0,81000,106974,6102,94500,3938,1,2,2,0,,0.698328501,0.69562193,
118686,0,0,0,1,0,81000,135000,6750,135000,4101,2,2,2,0,,0.619636232,0.53348163,0.9876
118758,0,0,0,1,1,81000,260640,27499.5,225000,2010,3,2,2,0,0.206390601,0.620666473,,0.9945
118793,0,0,1,0,0,81000,521280,27292.5,450000,2360,2,2,2,0,,0.733410492,0.218859082,
118815,0,0,0,1,0,81000,225000,12204,225000,3264,2,2,2,0,,0.661025015,,
118848,0,0,0,0,0,81000,225000,10944,225000,4153,1,3,3,0,,0.351508278,,
118913,0,0,1,1,1,81000,269550,19300.5,225000,1403,3,3,3,0,0.765666607,0.567078413,0.377404249,
118995,0,0,0,1,0,81000,403249.5,19741.5,283500,2779,2,2,2,0,0.239416968,0.207831253,0.133429254,
119043,0,0,0,1,0,81000,545040,26640,450000,2983,2,3,3,0,0.429290924,8.99E-05,0.228883417,0.9985
119058,0,0,0,1,2,81000,339948,23787,315000,3276,4,3,3,0,,0.317180968,0.661023539,
119072,0,0,0,1,0,81000,170640,6430.5,135000,490,2,2,2,0,,0.679954873,0.317031779,
119133,0,0,0,0,0,81000,545040,19705.5,450000,3659,1,2,2,0,,0.362970989,,0.9806
119254,0,0,0,0,0,81000,381528,14382,315000,4057,2,2,2,0,,,0.670651753,0.9911
119264,1,1,0,1,1,81000,251280,11196,180000,4604,2,2,2,0,,0.633597429,0.151934549,0.9806
119446,0,0,0,1,0,81000,454500,15151.5,454500,4434,2,2,2,0,,0.564182535,0.626304277,0.9836
119466,0,0,1,0,0,81000,398808,11097,261000,268,1,2,2,0,0.295611261,0.334718845,0.463275328,
119570,0,0,0,1,0,81000,152820,16177.5,135000,4845,1,2,2,0,,0.558361638,0.624614658,0.9876
119696,0,0,0,1,0,81000,1129500,31189.5,1129500,2670,2,2,2,0,,0.784335573,0.652896552,0.9856
119779,0,1,1,1,2,81000,227520,14670,180000,3517,4,2,2,0,,0.581692936,0.786266615,
119828,0,0,0,0,0,81000,1006920,48442.5,900000,3044,2,2,2,0,,0.4568825,0.210350229,
119836,0,0,0,0,0,81000,562491,27058.5,454500,1598,1,3,3,1,,0.210769802,0.350695843,
119972,0,0,0,1,0,81000,180000,9000,180000,4145,2,2,2,0,0.405528112,0.679488336,0.689479143,0.9737
120040,0,0,0,0,0,81000,202500,7272,202500,4163,2,2,2,0,,0.473446842,0.656158373,
120136,0,0,0,0,1,81000,755190,36328.5,675000,1169,3,2,2,0,0.366276536,0.616611445,,
120190,0,0,0,0,0,81000,386784,10332,306000,1448,1,2,2,0,0.335986343,0.699855737,0.692559067,0.9747
120199,0,0,0,1,0,81000,327249,25344,292500,4873,2,2,2,0,,0.64772713,0.759712182,
120204,1,0,0,0,2,81000,545040,25537.5,450000,74,4,2,2,0,0.051994169,0.137077577,0.363945239,0.9791
120225,0,0,0,1,0,81000,225000,10953,225000,1680,2,2,2,0,,0.735721415,0.659405532,
120265,0,1,0,0,2,81000,265851,16393.5,229500,4174,3,2,2,0,0.352734211,0.754142727,,
120351,0,0,0,1,0,81000,254700,24808.5,225000,4123,1,2,2,0,,0.673289926,0.72239289,0.9846
120352,0,1,1,1,0,81000,284400,13833,225000,3923,2,2,2,0,,0.171871005,0.517296581,
120365,0,0,0,1,0,81000,225000,11250,225000,2094,1,3,2,0,,0.477728098,,0.999
120398,0,0,0,1,0,81000,1256400,36864,900000,4426,2,2,2,0,,0.660593691,0.610991328,
120465,0,1,0,1,0,81000,254700,18585,225000,2457,2,2,2,0,0.746520045,0.672673919,0.780143638,
120467,0,0,0,0,0,81000,225000,21492,225000,4012,1,1,1,0,,0.552692256,0.771361592,
120527,0,0,0,1,0,81000,170640,6259.5,135000,3176,1,2,2,0,,0.410605315,0.394495405,
120554,1,0,0,0,1,81000,450000,22018.5,450000,168,3,2,2,0,,0.444329185,0.0280779,0.9831
120601,0,1,0,1,0,81000,202500,10125,202500,1172,2,2,2,0,,0.715269004,,0.9742
120631,0,0,0,1,1,81000,135000,14305.5,135000,917,3,2,2,0,0.595587079,0.370140233,,
120700,0,0,0,0,0,81000,320382,15543,229500,4802,2,2,2,0,,0.524719417,0.544234741,
120718,0,1,1,0,0,81000,225000,23625,225000,1224,2,2,2,0,0.251094737,0.666763207,,
120784,0,1,1,0,2,81000,291915,19287,252000,4577,4,2,2,0,,0.376201575,,
120820,0,0,1,1,0,81000,585000,30289.5,585000,2558,2,1,1,0,0.369223788,0.664187985,0.610991328,0.9593
120825,0,0,1,0,1,81000,755190,30078,675000,3316,3,2,2,0,0.858018811,0.685963325,0.6577838,
120860,0,0,0,0,1,81000,225000,15165,225000,3090,3,3,3,0,0.505010235,0.302943047,0.251239446,0.9901
120931,0,0,0,0,0,81000,265851,11394,229500,4332,2,2,2,0,,0.715758639,0.434733249,0.9826
121124,0,0,0,1,0,81000,526491,17527.5,454500,5457,1,2,2,0,,0.654843804,0.694092643,0.9772
121260,0,0,0,1,0,81000,269550,19300.5,225000,1596,1,2,2,0,,0.598054018,0.72094415,0.9836
121291,0,0,0,1,0,81000,568197,18144,490500,4800,2,2,2,0,0.847115454,0.356338489,,
121307,0,0,0,1,1,81000,526491,17527.5,454500,4618,3,2,2,0,,0.734290327,0.673830078,0.9821
121327,0,1,0,0,0,81000,447453,22846.5,373500,3669,2,2,2,0,,0.364322095,0.593717587,
121331,0,0,0,1,0,81000,182286,17437.5,171000,4215,2,2,2,0,,0.235908449,0.336061521,
121339,0,0,0,1,0,81000,348264,22387.5,315000,3359,2,2,2,0,,0.419689496,0.72094415,
121505,0,0,0,0,0,81000,830214,24403.5,693000,4871,2,3,3,0,,0.689522953,,0.9811
121562,0,0,0,1,0,81000,521280,27423,450000,5978,1,2,2,1,,0.412273361,,
121611,0,0,0,0,0,81000,360000,17509.5,360000,2075,2,2,2,0,,0.672331971,0.680138822,
121659,0,0,0,1,0,81000,360000,20664,360000,4428,1,2,2,0,,0.754065684,0.780143638,0.998
121675,0,0,0,1,0,81000,180000,9000,180000,2295,2,2,2,0,0.497404026,0.638956725,0.401407414,
121698,0,0,0,1,1,81000,170640,11533.5,135000,4788,3,2,2,0,0.434472283,0.662239124,,
121699,0,1,1,1,0,81000,619254,26365.5,553500,1777,2,2,2,0,0.560918917,0.332050804,0.754406173,
121785,0,0,0,0,0,81000,679671,27085.5,607500,701,2,2,2,0,,0.663548745,0.859053129,0.9861
121826,0,0,0,1,0,81000,598486.5,21627,454500,1034,1,3,3,0,,0.057443362,,
121839,1,0,0,1,0,81000,1236816,36292.5,1080000,4247,2,3,3,0,,0.681584913,0.345784802,0.9782
